,Name,Latitude,Longitude,Rating,Review Count
81,Congee Noodle House,49.26316,-123.10213,3.5,351
4356,Damso Modern Korean Cuisine,49.290631652856824,-123.13696164681824,4.0,205
11636,Delara,49.2680486,-123.1569183,4.0,46
1173,Delhi 6 Indian Bistro,49.2653386,-123.1449329,4.5,135
4603,Di Beppe,49.28237705581659,-123.10450043738042,4.0,141
12430,Dinesty Dumpling House,49.2908176,-123.1343912,4.0,958
10297,Do Chay,49.25006,-123.0765,4.5,165
3156,Dockside Restaurant,49.2693844631928,-123.13101576314,3.0,279
12253,Dolce Amore,49.27069306211316,-123.06932196564716,4.5,149
1319,Downlow Chicken Shack,49.2765067,-123.0696349,4.0,275
8871,Dundas Eat + Drink,49.285084,-123.062273,4.5,73
10175,Earls Kitchen + Bar,49.26392,-123.14126,3.0,191
5277,Earnest Ice Cream,49.2688628769236,-123.102919221177,4.5,389
2893,East Is East,49.26430118353472,-123.1726934,4.0,299
10254,Elephant Garden Creamery,49.2661487,-123.0694056,4.5,140
10150,Elisa,49.2759562,-123.1213608,4.0,205
4922,España Restaurant,49.2880552,-123.1404114,4.0,251
12231,Eternal Abundance,49.2755401,-123.0696449,4.0,119
11996,Everyday Sushi,49.2637446,-123.2111529,3.0,29
1582,Fable Diner,49.2630749,-123.1019822,4.0,332
8163,Fable Kitchen,49.2679331,-123.149019,4.5,774
1805,Famoso Neapolitan Pizzeria,49.272346,-123.0693715,3.5,249
3143,Fanny Bay Oyster Bar & Shellfish Market,49.2787525,-123.1138689,4.5,801
11288,Fassil Ethiopian Restaurant,49.262316686122,-123.08833077466,4.5,149
7040,Fat Mao Noodles,49.2799016,-123.1272458,4.5,50
6839,Finch's Tea & Coffee House,49.2825732,-123.1113434,4.5,416
8539,Five Sails Restaurant,49.2880313351364,-123.113292160758,4.5,186
11469,Forage,49.28707,-123.12925,4.0,713
10487,Four Olives,49.2637239358184,-123.209597314524,4.0,28
12154,Fritz European Fry House,49.2772045,-123.1265253,4.0,825
1985,Ginger & Chili Restaurant,49.2639293,-123.2064836,3.0,46
9255,Gojo Café,49.2589549,-123.069605,4.0,61
493,Gold Train Express,49.26355,-123.21015,3.5,41
2667,Grapes & Soda,49.2663232,-123.1396602,4.5,44
5390,Green Leaf Sushi,49.2642679,-123.1801,4.0,396
11113,Gringo,49.2831553214634,-123.105335897068,4.5,286
3887,Grounds For Coffee,49.2637235,-123.1861003,4.5,139
8554,Guu Original Thurlow,49.2839786648396,-123.125567978574,4.0,798
2460,Guu with Garlic,49.290249,-123.1338142,4.5,1059
10823,Guu with Otokomae,49.2847191,-123.11038556296398,3.5,379
10045,Gyu-Kaku Japanese BBQ,49.28031,-123.12467,4.0,398
3900,Hachibei Japanese Restaurant,49.256899,-123.1215336,4.0,74
8395,Haidilao - Vancouver,49.26395,-123.17622,4.5,50
3769,Hail Mary's,49.2623351,-123.0894392,4.5,16
12386,Handi Grill,49.264072,-123.184133,3.5,80
1042,Haraheri,49.280074,-123.125225,3.5,267
727,Harbour Oyster + Bar,49.2718946138822,-123.069181591272,4.0,76
5376,Havana,49.273708,-123.069271,3.5,381
7533,Hawksworth Restaurant,49.2833971,-123.1191704,4.0,655
6424,Hokkaido Ramen Santouka,49.290236,-123.133811,4.0,991
8568,Hook Restaurant,49.2870144,-123.1419204,3.5,120
5028,Hy's Steakhouse & Cocktail Bar,49.28468,-123.11927,4.0,352
1537,Hydra Estiatorio,49.2856276,-123.1160679,3.5,138
6585,Ignite Pizzeria Mount Pleasant,49.26215691,-123.10085376,4.0,78
12016,Indian Roti Kitchen,49.25901,-123.11538,4.5,162
2095,Indochine Kitchen,49.2631601,-123.1047,3.0,115
10889,Itosugi Kappo Cuisine,49.264094,-123.184705,4.5,16
1535,JOEY Bentall One,49.2864205554373,-123.118409514427,3.5,236
5057,JOEY Burrard,49.2827851242953,-123.12316775322,4.0,579
7137,Jackson's Meat & Deli,49.2680597,-123.1557696,4.5,64
3622,Jam Cafe,49.2682705,-123.1539827,4.5,238
7111,Jam Cafe on Beatty,49.2802586,-123.1096376,4.5,1403
5750,Jamjar - Folk Lebanese Food,49.264412,-123.0695951,4.0,261
6495,Jericho Beach,49.2709968241682,-123.192315101624,4.5,26
1436,Jingle Bao,49.291609,-123.134917,4.0,168
6892,Jo's Italian Deli,49.2642192,-123.1860777,3.5,34
12048,Joe Fortes Seafood & Chop House,49.28493,-123.12473,4.0,1264
457,Johnny’s On Oak,49.25143,-123.12723,4.5,10
517,Jollibee,49.2628615714721,-123.1151665,3.5,37
9919,Joon's Kitchen,49.25814006151812,-123.1271603431787,4.0,59
9938,Jungle Room,49.289897,-123.138111,4.0,14
2149,Kaide Sushi,49.2742161,-123.1270679,4.5,240
1086,Kin Kao Song,49.2629749,-123.0986667,4.5,31
5810,Kin Kao Thai Kitchen,49.276516,-123.0696335,4.0,167
1920,Kingyo,49.29073911099211,-123.13705023185994,4.5,1104
1741,Kishimoto Japanese Kitchen,49.2665099,-123.06935,4.5,521
4492,Koi Sushi,49.263724,-123.2100351,4.0,22
831,Kokoro Tokyo Mazesoba,49.2833927,-123.115078,4.0,459
5972,Kosoo Restaurant,49.2890856,-123.1326402,3.5,175
3614,Kozak Ukrainian Restaurant,49.28270380943574,-123.1046559827506,4.5,47
4373,Kozu Sushi Pizza,49.27827,-123.07566,4.5,19
6729,Kulinarya,49.2744901,-123.0693269,4.0,70
602,L'Abattoir,49.2831869855333,-123.104450140894,4.0,584
1259,L'atelier Patisserie,49.26262317044252,-123.09124371962922,4.5,110
9218,LIFT Bar Grill View,49.2937850399962,-123.12978089218,3.5,306
7126,La Cigale French Bistro,49.2683296,-123.1494293,4.0,150
757,La Grotta Del Formaggio,49.2688848,-123.0697849,4.5,190
10234,La Mezcaleria,49.2702237,-123.0694136,4.0,296
10891,La Quercia,49.2687649,-123.1853601,4.0,203
501,La Taqueria Pinche Taco Shop,49.263559,-123.112736,4.0,685
2947,Landmark Hotpot House,49.2498660758194,-123.11556053834,4.0,121
11132,Las Margaritas Restaurant,49.2683195,-123.15007987746176,3.0,404
11915,Las Tortas,49.2554,-123.11561,4.0,102
6043,Le Crocodile Restaurant,49.2822815356982,-123.124911131657,4.5,445
7932,Legendary Noodle House,49.2883958,-123.13983,3.5,229
1951,Lemonade Gluten Free Bakery,49.2551572,-123.115342,4.5,134
11781,Les Faux Bourgeois,49.2572813531481,-123.089767330802,4.0,455
11179,Lin Chinese Cuisine And Tea House,49.263677,-123.1395952,3.5,233
4152,Linh Cafe,49.2746716,-123.12989802,4.0,311
10397,Little Bird Dim Sum,49.26814,-123.17168,4.0,85
11618,Local Public Eatery,49.2835742,-123.1039517,4.0,144
2994,Locarno Park Extension,49.2655211345353,-123.205994032323,4.0,1
2775,Los Cuervos Taqueria Y Cantina,49.2574755005862,-123.091043941677,4.0,184
3088,Lucy's Eastside Diner,49.2609143,-123.1008146,3.0,338
6018,Lumiere Cafe,49.263468,-123.115865,4.5,19
12300,Lunch Lady,49.27497,-123.06915,4.0,218
4647,Lupo,49.27823,-123.1174,4.5,446
7674,Maenam,49.26787,-123.1488979,4.0,387
8089,Maizal RMF,49.2600097,-123.1012988,4.5,146
1942,Mandarin Hong Kong Cafe,49.24863584054912,-123.12525091003072,3.5,50
8808,Marcello,49.27204590144254,-123.06943334795372,3.0,340
965,Maruhachi Ra-men,49.2905691,-123.1333951,4.5,763
4005,Marulilu Cafe,49.26338,-123.11415,4.0,288
4785,Matchstick Coffee,49.257302653286,-123.090361582581,4.0,210
10338,Meat & Bread,49.2826255017147,-123.109336831057,4.0,787
11607,MeeT in Gastown,49.28343624826065,-123.1048494822089,4.0,507
2806,Memphis Blues,49.2723737,-123.0693711,3.5,128
512,Menya Raizo,49.26336,-123.11314,4.0,79
9820,Miku,49.28691753455261,-123.11276314110472,4.5,2267
5490,Milano Casa Ristorante,49.26392,-123.20583,2.5,7
4146,Minami,49.2752733,-123.1207029,4.0,771
11486,Mix the Bakery,49.263668,-123.2069343,3.5,48
9728,Mogu Fried Chicken,49.2756074483614,-123.069326430559,4.5,28
10959,Monsoon Indian Restaurant,49.25426,-123.11477,4.0,18
9534,Moose's Down Under,49.285638,-123.11634,4.0,148
10833,Mount Everest Kitchen & Grill,49.28343057225757,-123.1142148824853,4.5,56
6639,NUTTEA,49.2679328,-123.14931,5.0,33
1976,Nam San,49.28946,-123.13294,4.5,28
7758,Nemesis Coffee,49.26704079691957,-123.09260254912492,4.0,78
1710,Nero Waffles,49.2907208,-123.1339952,4.5,662
7520,Nightingale,49.2874110331456,-123.117770967577,4.0,492
7923,Noah's Cafe,49.28827635407216,-123.1400279,4.5,36
4358,Noodle Arts,49.29111,-123.13431,4.0,75
7844,Nook,49.2917554,-123.1352974,4.5,309
1666,Novo Italian,49.2666178,-123.1454221,4.0,160
10832,Nuba in Gastown,49.2827625062516,-123.109646101134,4.0,755
635,O5 Tea,49.2681742,-123.1554777,4.5,92
4144,OEB Breakfast Co. Yaletown,49.2734341,-123.1192724,4.5,804
5998,Ooh La La Donuts,49.263594,-123.206367,4.5,3
5446,Osaka Sushi,49.248529409778,-123.125809548424,3.5,55
5762,Osteria Savio Volpe,49.2574913,-123.0909344,4.0,434
3019,Pablo Cheese Tart,49.26338,-123.11592,4.0,25
11031,Palate Kitchen,49.286331,-123.1157402,4.0,109
683,Passion8 Dessert Cafe,49.258435242883,-123.11499774456,4.0,212
10672,Patisserie Lebeau,49.2696509840324,-123.144082948565,4.5,125
4671,Paul's Omelettery Restaurant,49.26597,-123.1389,4.0,299
3007,Peaceful Restaurant,49.263147,-123.116143,3.5,621
11429,Peaked Pies,49.2896489,-123.1384797,4.5,200
3861,Pepino's,49.2787695,-123.0705849,4.0,151
617,Phnom Penh,49.278431,-123.098205,4.0,1650
8479,Pho 37,49.28909,-123.13232,4.5,33
7918,Pho Xe Lua 24,49.2554137,-123.1149178,4.0,114
4101,PiDGiN,49.2819071402452,-123.104188653967,4.0,324
6760,Pizzeria Barbarella,49.262323801504,-123.08982824163,4.0,202
907,Potluck Hawker Eatery,49.254602,-123.1149019,3.5,91
4321,Pourhouse Restaurant,49.2841134475502,-123.10842879595,4.0,561
11286,Published On Main,49.25283186017385,-123.10116032897228,4.5,119
7448,Queen Elizabeth Park,49.241763552458494,-123.112624900842,4.5,164
9749,Quizine Kitchen,49.2625351,-123.0806732,5.0,6
445,Rain or Shine Ice Cream,49.2551458,-123.1149293,4.5,241
1121,Raisu,49.2679990419609,-123.158381134272,4.0,456
10380,Rajio Japanese Public House,49.2636549,-123.1870301,4.0,128
5670,Ramen Danbo,49.26828,-123.146431,4.0,438
6634,RedBeef Noodle Kitchen,49.2681986,-123.1490359,4.0,110
12482,Rice Burger,49.2635568,-123.2089751,4.5,85
10532,Riley's Fish & Steak,49.287641996861865,-123.1151089,4.0,60
6648,Robba da Matti,49.2753397,-123.1208967,4.0,501
6353,Robba da Matti West End,49.29172,-123.13857,4.0,69
4105,Rodney's Oyster House,49.2831349,-123.1030172,4.0,255
8009,Rogue Kitchen & Wetbar,49.263047,-123.117827,3.5,148
2252,Rooster's Ice Cream Bar,49.2625511,-123.0825231,4.0,110
1894,Sahel Market & Restaurant,49.2643454,-123.176155,4.5,51
12350,Saku,49.289223,-123.132266,4.5,384
2267,Sal y Limón,49.2569043786921,-123.08924632997,4.0,651
11662,Salade de Fruits Cafe,49.2655161,-123.1401237,4.0,177
10405,Salmon n' Bannock,49.2631378,-123.1296705,4.5,207
7574,Score on Davie,49.2823221457395,-123.134614739512,4.5,351
6004,Seaport City Seafood Restaurant,49.263921119674905,-123.115152,4.0,37
4440,Seasons In the Park,49.2416705486198,-123.112535476685,4.0,530
3458,Second Cup,49.2450981314324,-123.12436663912466,3.5,8
10956,Shaughnessy Restaurant,49.2386894943567,-123.129515433868,3.0,112
7699,Shiro,49.25796735722776,-123.11460624110458,4.0,245
5547,Shizen Ya,49.2808844,-123.1246278,4.0,590
2525,Showcase Restaurant & Bar,49.2879858,-123.1204414,4.0,133
2587,Sing Sing,49.2607122038635,-123.100685477257,3.5,126
9606,Six Acres,49.2833119,-123.1044042,4.0,293
5129,Sophie's Cosmic Café,49.2682476,-123.1526039,3.0,304
8236,Sopra Sotto,49.2711051,-123.0694651,4.0,143
8700,Stanley Park,49.2978842,-123.1308093,5.0,1094
4707,Stanley's Bar & Grill,49.2997083,-123.1339011,3.5,108
3950,Starbucks,49.2452587,-123.1275451,4.5,9
11827,Steamworks,49.28498,-123.11084,3.5,804
10291,Straight Outta Brooklyn NYC Pizzeria,49.25682,-123.08919,4.0,68
4499,Subway,49.2639046,-123.204938,3.5,3
11660,Suika,49.26333,-123.1417,4.0,534
224,Sula Indian Restaurant,49.2745279,-123.0693263,4.0,271
9489,Sun Sushi,49.2637184,-123.2095553,3.5,79
3737,Sunrise Pizza & Steak House,49.2759073,-123.0695552,3.5,80
7096,Superbaba,49.2633297,-123.1012681,4.5,75
8439,Sura Korean Cuisine,49.2888601838143,-123.131742169312,4.0,436
4452,Sushi 7,49.2541464081428,-123.115023834667,4.0,63
4359,Sushi Bar Maumi,49.28996033056277,-123.1336141,4.0,173
8011,Sushi California,49.2630454633729,-123.112614326016,3.5,320
8041,Sushi Jin,49.2795794102629,-123.123817518353,4.5,138
6551,Sushi Mugen,49.2786508,-123.1282232,4.0,119
4738,Sweet Cherubim,49.2746855,-123.0697373,3.5,116
3967,Tabom,49.28906007486266,-123.13187998252948,4.0,108
11115,Tacofino,49.28279,-123.10478,3.5,453
5862,Takenaka,49.2783093,-123.0755801,4.0,76
1984,Takumi Japanese Restaurant,49.2637932,-123.2067658,3.5,31
6318,Tandoori Palace,49.2717682,-123.0697249,3.5,129
4029,Tap & Barrel - Convention Centre,49.289845529586,-123.116857235515,4.0,340
5883,Taste of Thai,49.2644912,-123.1845067,4.0,82
7145,Tasty Indian Bistro,49.2744011,-123.1236818,4.0,218
3592,Tatta Chulha,49.26307302443682,-123.1018777,4.5,25
5849,Tavola,49.2918164,-123.1357186,4.5,369
11357,Tetsu Sushi Bar,49.2917758,-123.1352662,4.5,102
3746,The Burrow,49.2597591,-123.0700099,4.0,508
10693,The Cascade Room,49.2617,-123.10062,4.0,233
6309,The Charlatan,49.2717298,-123.0697249,3.5,157
4381,The Eatery,49.2644193,-123.1803953,3.5,522
6161,The Farmer's Apprentice,49.2662176,-123.1395648,3.5,184
1196,The Firewood Café,49.2584924,-123.1148336,4.0,122
4192,The Fish Counter,49.25076,-123.10136,4.5,357
8640,The Flying Pig,49.27501,-123.122,4.0,1312
3287,The Gluten Free Epicurean,49.2573863,-123.0906877,4.0,132
991,The Kitchen,49.26351040917396,-123.2089765,3.5,37
8884,The Kitchen Dada,49.264037087133,-123.186078295112,4.0,41
11536,The Lobby Lounge and RawBar,49.28816,-123.11659,4.0,117
9049,The Mexican Antojitos Y Cantina,49.2787726,-123.1240268,4.5,407
5564,The Park Pub,49.28694973954,-123.141087285986,3.5,69
5550,The Pawn Shop YVR,49.2781054,-123.1252051,4.0,162
2837,The Poke Guy,49.2837389,-123.1120629,4.5,206
8388,The PokéMan,49.263233674428754,-123.18671230226757,4.5,86
10216,The Red Accordion,49.29025,-123.131768,4.5,82
1374,The Red Wagon,49.28122323218941,-123.06112288953248,4.0,623
8556,The Templeton,49.2785261,-123.1243982,4.0,533
1867,The Tiki Bar,49.28156,-123.07485,4.0,33
7882,The Wolf & Hound,49.2644878,-123.1842188,3.5,94
4624,Their There,49.2679649501648,-123.151158941154,4.0,118
11526,Thierry,49.2848818,-123.1228949,4.0,957
5594,Tocador,49.261764,-123.1008072,3.5,49
1116,Tokyo In April,49.2806813,-123.1073936,4.5,61
2559,Tom Sushi,49.2815608,-123.1327476,4.5,228
944,Tonton Sushi,49.2497178,-123.115173,4.0,74
8824,Top of Vancouver Revolving Restaurant,49.28468,-123.11189,3.0,381
9497,Trimble Park,49.2662076800639,-123.205293305218,5.0,1
7898,True Confections,49.2641648618041,-123.181726746261,3.0,124
3600,Twisted Fork,49.283194,-123.104445,4.0,1110
6852,Ukrainian Village,49.2914123,-123.1358196,4.0,171
6003,Uma Sushi,49.2638048,-123.1137294,4.5,118
6669,Unchai Thai Restaurant,49.265112,-123.145913,4.5,85
7879,Urban Tadka,49.27827,-123.07566,5.0,9
1941,VanDusen Botanical Garden,49.2380283,-123.1281605,4.5,196
8209,Vancouver Aquarium,49.300799023067384,-123.13092740246412,4.5,573
7369,Via Tevere Pizzeria,49.27387530438791,-123.06553445802784,4.0,337
2316,Viet Family- The Vegan House,49.27182591723078,-123.06974969875908,5.0,22
8411,Viet House,49.2546156379752,-123.114992380142,3.5,73
9013,Vij's Restaurant,49.25754,-123.11479,4.0,402
11570,Vonns,49.28724,-123.14124,4.5,40
3829,Water Street Cafe,49.2842264,-123.1090181,3.5,320
6514,Westcoast Poke,49.26409,-123.1140415,4.0,173
2075,Won More Szechuan Cuisine,49.28723,-123.14144,4.0,79
3954,Xing Fu Tang Canada,49.254554,-123.1149538,3.5,151
10217,Yasma,49.293372954206546,-123.1321844713631,4.5,28
7010,Yolks,49.2631139,-123.1163529,3.5,355
1906,Yu Shang Hot Pot,49.263149,-123.125629,4.5,80
896,Yuji's From Japan,49.26829655056762,-123.18604454110448,4.0,53
6296,Zakkushi Dining On Main,49.24910063019759,-123.1015460312003,4.0,222
3576,Zakkushi on Denman,49.29108,-123.13643,4.0,258
4770,Zarak By Afghan Kitchen,49.266224,-123.1006089,4.5,86
3685,iDen & Quan Ju De Beijing Duck House,49.26021,-123.1148451,3.5,112
